col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
Deborah D Cianfrani,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,19
Giovanni Campbell,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,19
Jon Marshall,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19
Kenneth J Powell Jr,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,19
Leon A King Ii,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19
Conor Corcoran,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,19
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,19
Derrick W Coker,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19
Fran Shields,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,0,0,0,19
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,19
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,0,19
Total,7,6,6,4,4,4,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,19
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joe Fernandes,Timika Lane,Rania Major,Daniel D Mccaffery,Dawn M Tancredi,Kenneth J Powell Jr,Tracy B Roman,Sierra Thomas Street,Vince Giusini,Anne Marie Coyle,Giovanni Campbell,Leon A King Ii,Stephanie M Sawyer,James C Crumlish,John J O Connor Jr,Deborah D Cianfrani,Frank Bennett,Jon Marshall,Conor Corcoran,Derrick W Coker,Sean P Stevens,Daine A Grey Jr,Katie Scrivner,Fran Shields,All
Joe Fernandes,48,140,102,101,94,85,54,57,67,48,15,5,10,8,5,4,8,5,3,3,3,3,0,0,All
Timika Lane,,12,86,85,86,82,43,51,39,44,9,7,8,3,5,6,6,2,4,3,0,1,0,0,All
Rania Major,,,27,88,89,76,11,8,22,4,11,16,12,10,5,8,2,1,4,5,0,1,1,0,All
Daniel D Mccaffery,,,,4,95,85,3,5,22,6,5,6,8,13,7,4,6,2,1,1,3,0,0,0,All
Dawn M Tancredi,,,,,1,86,8,14,13,4,16,8,4,1,6,6,6,1,4,1,1,0,1,0,All
Kenneth J Powell Jr,,,,,,0,9,12,9,4,8,7,3,1,6,3,6,2,1,1,3,0,2,0,All
Tracy B Roman,,,,,,,9,48,38,40,5,5,6,3,8,5,1,4,4,2,1,1,0,0,All
Sierra Thomas Street,,,,,,,,6,43,43,13,5,6,2,6,4,1,3,2,2,1,1,0,0,All
Vince Giusini,,,,,,,,,0,35,7,3,7,10,3,1,2,1,2,2,1,2,0,0,All
Anne Marie Coyle,,,,,,,,,,6,2,0,6,3,1,4,2,2,1,1,2,1,0,0,All
Giovanni Campbell,,,,,,,,,,,2,5,4,0,5,1,1,1,2,1,0,0,0,0,All
Leon A King Ii,,,,,,,,,,,,3,3,5,4,5,3,0,3,2,2,0,0,0,All
Stephanie M Sawyer,,,,,,,,,,,,,0,8,2,6,0,5,1,0,3,3,0,0,All
James C Crumlish,,,,,,,,,,,,,,0,4,2,1,3,0,2,3,4,0,0,All
John J O Connor Jr,,,,,,,,,,,,,,,0,1,2,0,0,3,1,1,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,0,2,1,1,2,2,0,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,0,0,2,1,0,1,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,0,1,0,3,4,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,0,3,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,253,181,163,130,119,107,81,80,78,65,31,30,25,23,19,17,13,11,9,9,8,7,3,1,All
